species_1,species_2,distance
110831865,2837958551,0.8543046357615894
110831865,2694958461,0.8670886075949367
110831865,47115689,0.43352601156069365
110831865,4929996,0.5898876404494382
110831865,2552957787,0.8544303797468354
110831865,2168868935,0.41954022988505746
110831865,122481,0.4393063583815029
110831865,1498472055,0.45977011494252873
110831865,122422,0.42196531791907516
110831865,355756398,0.4425287356321839
110831865,122434,0.45664739884393063
110831865,122366,0.4277456647398844
110831865,1149808806,0.47701149425287354
110831865,1498472067,0.4425287356321839
110831865,1498472063,0.4425287356321839
110831865,1743175490,0.43103448275862066
110831865,2441695316,0.9144736842105263
110831865,176990,0.4425287356321839
110831865,2490739653,0.8670886075949367
110831865,52000980,0.45977011494252873
110831865,115502090,0.4367816091954023
110831865,2752813076,0.8734177215189873
110831865,342829,0.4367816091954023
110831865,826336946,0.45977011494252873
110831865,724914786,0.4367816091954023
110831865,47115544,0.4393063583815029
110831865,2676527375,0.47701149425287354
110831865,2646899794,0.8618421052631579
110831865,527461777,0.4367816091954023
110831865,218157240,0.47701149425287354
110831865,365177636,0.45977011494252873
110831865,530539693,0.45977011494252873
110831865,530539659,0.4425287356321839
110831865,396951394,0.45977011494252873
110831865,2442239961,0.4425287356321839
110831865,562865672,0.47126436781609193
1432292164,115502084,0.39080459770114945
1432292164,116666788,0.3930635838150289
1432292164,15825904,0.3930635838150289
1432292164,122386,0.44508670520231214
1432292164,1244121761,0.40804597701149425
1432292164,1570467483,0.3793103448275862
1432292164,1304957200,0.41954022988505746
1432292164,1900073867,0.40229885057471265
1432292164,62901551,0.40804597701149425
1432292164,2020860954,0.41379310344827586
1432292164,1965590930,0.42528735632183906
1432292164,2166937976,0.41379310344827586
1432292164,585159800,0.40229885057471265
1432292164,1820924914,0.40229885057471265
1432292164,2223376880,0.39655172413793105
1432292164,254753,0.4161849710982659
1432292164,122435,0.41040462427745666
1432292164,2181326916,0.39655172413793105
1432292164,122438,0.3988439306358382
1432292164,2721831674,0.40804597701149425
1432292164,1876191732,0.45977011494252873
1432292164,110831902,0.46551724137931033
1432292164,198385320,0.46551724137931033
1432292164,2526590216,0.8733333333333333
1432292164,742081986,0.47126436781609193
1432292164,2878487968,0.8796296296296297
1432292164,253714,0.47701149425287354
1432292164,2411742238,0.46551724137931033
1432292164,528765669,0.593607305936073
1432292164,198385324,0.45977011494252873
1432292164,2813700222,0.46551724137931033
1432292164,2090184923,0.46551724137931033
1432292164,1876191736,0.46551724137931033
1432292164,2625260778,0.46551724137931033
1432292164,1876191734,0.4540229885057471
1432292164,1246207407,0.4885057471264368
1432292164,224466210,0.5
1432292164,2806554252,0.8733333333333333
1432292164,2625717462,0.8807947019867549
1432292164,2597701741,0.8670886075949367
1432292164,2528715546,0.4482758620689655
1432292164,2566684570,0.5114942528735632
1432292164,2589475259,0.4942528735632184
1432292164,122413,0.4682080924855491
1432292164,602682858,0.4885057471264368
1432292164,2589191878,0.5057471264367817
1432292164,1430744588,0.4885057471264368
1432292164,2492285051,0.8764705882352941
1432292164,2746031310,0.8994082840236687
1432292164,1378885077,0.4942528735632184
1432292164,110831911,0.4482758620689655
1432292164,1927320890,0.4425287356321839
1432292164,62901566,0.4508670520231214
1432292164,122391,0.4624277456647399
1432292164,1374962190,0.47126436781609193
1432292164,2472484191,0.4425287356321839
1432292164,1121793499,0.47126436781609193
1432292164,122437,0.4682080924855491
1432292164,246008,0.44508670520231214
1432292164,122426,0.43352601156069365
1432292164,1016699547,0.47126436781609193
1432292164,1910897689,0.4540229885057471
1432292164,554551827,0.4482758620689655
1432292164,378548355,0.4393063583815029
1432292164,530230119,0.45977011494252873
1432292164,2591575512,0.45977011494252873
1432292164,2076549982,0.4482758620689655
1432292164,358002578,0.4367816091954023
1432292164,115502088,0.43103448275862066
1432292164,2555152565,0.4367816091954023
1432292164,2731402,0.4540229885057471
1432292164,122479,0.43352601156069365
1432292164,122494,0.44508670520231214
1432292164,2957699805,0.45977011494252873
1432292164,2318338603,0.46551724137931033
1432292164,1226042084,0.46551724137931033
1432292164,414524181,0.4482758620689655
1432292164,2800093296,0.4540229885057471
1432292164,1842147303,0.881578947368421
1432292164,1949673465,0.46551724137931033
1432292164,3057982058,0.8987341772151899
1432292164,1139432807,0.47701149425287354
1432292164,1226042096,0.4827586206896552
1432292164,918609388,0.5574712643678161
1432292164,2528560910,0.8720379146919431
1432292164,115502091,0.4827586206896552
1432292164,1868360200,0.4827586206896552
1432292164,122388,0.44508670520231214
1432292164,1226042072,0.4367816091954023
1432292164,2859757273,0.4482758620689655
1432292164,2442239965,0.4425287356321839
1432292164,731208367,0.4425287356321839
1432292164,1621901632,0.45977011494252873
1432292164,513025151,0.5862068965517241
1432292164,537392958,0.4482758620689655
1432292164,507536267,0.46551724137931033
1432292164,1562450271,0.8987341772151899
1432292164,1768047980,0.4913294797687861
1432292164,1211458136,0.8618421052631579
1432292164,2025749696,0.4482758620689655
1432292164,3037414136,0.8653846153846154
1432292164,145301549,0.4540229885057471
1432292164,658157874,0.47701149425287354
1432292164,674082701,0.4425287356321839
1432292164,507631735,0.45977011494252873
1432292164,122450,0.4508670520231214
1432292164,1908095908,0.45977011494252873
1432292164,378548360,0.4624277456647399
1432292164,2240595723,0.46551724137931033
1432292164,762061013,0.4367816091954023
1432292164,2318691740,0.864516129032258
1432292164,1226042090,0.4482758620689655
1432292164,2496815897,0.8571428571428571
1432292164,60678292,0.47701149425287354
1432292164,2219437535,0.9013157894736842
1432292164,2795349420,0.47701149425287354
1432292164,1226042078,0.45977011494252873
1432292164,122484,0.44508670520231214
1432292164,537392960,0.46551724137931033
1432292164,378548361,0.4682080924855491
1432292164,1226042086,0.47126436781609193
1432292164,1474821786,0.4482758620689655
1432292164,2687706319,0.8620689655172413
1432292164,762060993,0.47126436781609193
1432292164,1498472065,0.4540229885057471
1432292164,817309587,0.8662420382165605
1432292164,110831918,0.4482758620689655
1432292164,1864417489,0.8789808917197452
1432292164,1934031293,0.4540229885057471
1432292164,122495,0.4508670520231214
1432292164,122377,0.4624277456647399
1432292164,1498472069,0.4540229885057471
1432292164,635031995,0.879746835443038
1432292164,795297664,0.4482758620689655
1432292164,2843003169,0.4367816091954023
1432292164,1498472061,0.4540229885057471
1432292164,2837958551,0.8543046357615894
1432292164,2694958461,0.8734177215189873
1432292164,47115689,0.44508670520231214
1432292164,4929996,0.5842696629213483
1432292164,2552957787,0.8607594936708861
1432292164,2168868935,0.42528735632183906
1432292164,122481,0.4508670520231214
1432292164,1498472055,0.46551724137931033
1432292164,122422,0.43352601156069365
1432292164,355756398,0.4540229885057471
1432292164,122434,0.4624277456647399
1432292164,122366,0.4393063583815029
1432292164,1149808806,0.47701149425287354
1432292164,1498472067,0.4540229885057471
1432292164,1498472063,0.4540229885057471
1432292164,1743175490,0.4425287356321839
1432292164,2441695316,0.9276315789473685
1432292164,176990,0.4540229885057471
1432292164,2490739653,0.8734177215189873
1432292164,52000980,0.46551724137931033
1432292164,115502090,0.4482758620689655
1432292164,2752813076,0.879746835443038
1432292164,342829,0.4482758620689655
1432292164,826336946,0.46551724137931033
1432292164,724914786,0.4482758620689655
1432292164,47115544,0.4508670520231214
1432292164,2676527375,0.4827586206896552
1432292164,2646899794,0.868421052631579
1432292164,527461777,0.4425287356321839
1432292164,218157240,0.47126436781609193
1432292164,365177636,0.45977011494252873
1432292164,530539693,0.46551724137931033
1432292164,530539659,0.4482758620689655
1432292164,396951394,0.4540229885057471
1432292164,2442239961,0.4482758620689655
1432292164,562865672,0.47701149425287354
115502084,116666788,0.3699421965317919
115502084,15825904,0.3699421965317919
115502084,122386,0.4508670520231214
115502084,1244121761,0.41379310344827586
115502084,1570467483,0.39080459770114945
115502084,1304957200,0.42528735632183906
115502084,1900073867,0.40804597701149425
115502084,62901551,0.41379310344827586
115502084,2020860954,0.41954022988505746
115502084,1965590930,0.43103448275862066
115502084,2166937976,0.41954022988505746
115502084,585159800,0.40804597701149425
115502084,1820924914,0.40804597701149425
115502084,2223376880,0.40229885057471265
115502084,254753,0.42196531791907516
115502084,122435,0.4161849710982659
115502084,2181326916,0.40229885057471265
115502084,122438,0.4161849710982659
115502084,2721831674,0.41954022988505746
115502084,1876191732,0.45977011494252873
115502084,110831902,0.46551724137931033
115502084,198385320,0.46551724137931033
115502084,2526590216,0.8733333333333333
115502084,742081986,0.47126436781609193
115502084,2878487968,0.8842592592592593
115502084,253714,0.47701149425287354
115502084,2411742238,0.46551724137931033
115502084,528765669,0.589041095890411
115502084,198385324,0.45977011494252873
115502084,2813700222,0.46551724137931033
115502084,2090184923,0.46551724137931033
115502084,1876191736,0.46551724137931033
115502084,2625260778,0.46551724137931033
115502084,1876191734,0.4540229885057471
115502084,1246207407,0.4942528735632184
115502084,224466210,0.5057471264367817
115502084,2806554252,0.8733333333333333
115502084,2625717462,0.8807947019867549
115502084,2597701741,0.8670886075949367
115502084,2528715546,0.4482758620689655
115502084,2566684570,0.5114942528735632
115502084,2589475259,0.5
115502084,122413,0.4624277456647399
115502084,602682858,0.5
115502084,2589191878,0.5057471264367817
115502084,1430744588,0.4942528735632184
115502084,2492285051,0.8764705882352941
115502084,2746031310,0.8994082840236687
115502084,1378885077,0.5
115502084,110831911,0.4425287356321839
115502084,1927320890,0.4367816091954023
115502084,62901566,0.44508670520231214
115502084,122391,0.45664739884393063
115502084,1374962190,0.47126436781609193
115502084,2472484191,0.4425287356321839
115502084,1121793499,0.46551724137931033
115502084,122437,0.4682080924855491
115502084,246008,0.44508670520231214
115502084,122426,0.43352601156069365
115502084,1016699547,0.47126436781609193
115502084,1910897689,0.4482758620689655
115502084,554551827,0.4425287356321839
115502084,378548355,0.4393063583815029
115502084,530230119,0.4540229885057471
115502084,2591575512,0.45977011494252873
115502084,2076549982,0.4482758620689655
115502084,358002578,0.4367816091954023
115502084,115502088,0.43103448275862066
115502084,2555152565,0.4367816091954023
115502084,2731402,0.45977011494252873
115502084,122479,0.43352601156069365
115502084,122494,0.44508670520231214
115502084,2957699805,0.4482758620689655
115502084,2318338603,0.46551724137931033
115502084,1226042084,0.46551724137931033
115502084,414524181,0.4425287356321839
115502084,2800093296,0.46551724137931033
115502084,1842147303,0.881578947368421
115502084,1949673465,0.45977011494252873
115502084,3057982058,0.8987341772151899
115502084,1139432807,0.47701149425287354
115502084,1226042096,0.5
115502084,918609388,0.5517241379310345
115502084,2528560910,0.8672985781990521
115502084,115502091,0.4827586206896552
115502084,1868360200,0.4885057471264368
115502084,122388,0.44508670520231214
115502084,1226042072,0.4367816091954023
115502084,2859757273,0.4425287356321839
115502084,2442239965,0.4482758620689655
115502084,731208367,0.4425287356321839
115502084,1621901632,0.46551724137931033
115502084,513025151,0.5862068965517241
115502084,537392958,0.45977011494252873
115502084,507536267,0.47126436781609193
115502084,1562450271,0.8987341772151899
115502084,1768047980,0.4913294797687861
115502084,1211458136,0.8618421052631579
115502084,2025749696,0.4482758620689655
115502084,3037414136,0.8589743589743589
115502084,145301549,0.4540229885057471
115502084,658157874,0.47126436781609193
115502084,674082701,0.4482758620689655
115502084,507631735,0.45977011494252873
115502084,122450,0.4508670520231214
115502084,1908095908,0.45977011494252873
115502084,378548360,0.4624277456647399
115502084,2240595723,0.45977011494252873
115502084,762061013,0.4367816091954023
115502084,2318691740,0.8580645161290322
115502084,1226042090,0.4540229885057471
115502084,2496815897,0.8506493506493507
115502084,60678292,0.4827586206896552
115502084,2219437535,0.9013157894736842
115502084,2795349420,0.4827586206896552
115502084,1226042078,0.45977011494252873
115502084,122484,0.44508670520231214
115502084,537392960,0.46551724137931033
115502084,378548361,0.4682080924855491
115502084,1226042086,0.47126436781609193
115502084,1474821786,0.4482758620689655
115502084,2687706319,0.8620689655172413
115502084,762060993,0.47126436781609193
115502084,1498472065,0.4540229885057471
115502084,817309587,0.8662420382165605
115502084,110831918,0.4482758620689655
115502084,1864417489,0.8789808917197452
115502084,1934031293,0.4540229885057471
115502084,122495,0.4508670520231214
115502084,122377,0.4682080924855491
115502084,1498472069,0.4540229885057471
115502084,635031995,0.879746835443038
115502084,795297664,0.4482758620689655
115502084,2843003169,0.4367816091954023
115502084,1498472061,0.4540229885057471
115502084,2837958551,0.8609271523178808
115502084,2694958461,0.8734177215189873
115502084,47115689,0.44508670520231214
115502084,4929996,0.5955056179775281
115502084,2552957787,0.8607594936708861
115502084,2168868935,0.42528735632183906
115502084,122481,0.4508670520231214
115502084,1498472055,0.47126436781609193
115502084,122422,0.43352601156069365
115502084,355756398,0.4540229885057471
115502084,122434,0.4682080924855491
115502084,122366,0.4393063583815029
115502084,1149808806,0.47701149425287354
115502084,1498472067,0.4540229885057471
115502084,1498472063,0.4540229885057471
115502084,1743175490,0.4425287356321839
115502084,2441695316,0.9276315789473685
115502084,176990,0.4540229885057471
115502084,2490739653,0.8734177215189873
115502084,52000980,0.47126436781609193
115502084,115502090,0.4482758620689655
115502084,2752813076,0.879746835443038
115502084,342829,0.4482758620689655
115502084,826336946,0.46551724137931033
115502084,724914786,0.4482758620689655
115502084,47115544,0.4508670520231214
115502084,2676527375,0.47701149425287354
115502084,2646899794,0.875
115502084,527461777,0.4367816091954023
115502084,218157240,0.47701149425287354
115502084,365177636,0.45977011494252873
115502084,530539693,0.45977011494252873
115502084,530539659,0.4425287356321839
115502084,396951394,0.45977011494252873
115502084,2442239961,0.4425287356321839
115502084,562865672,0.47126436781609193
116666788,15825904,0.36046511627906974
116666788,122386,0.4418604651162791
116666788,1244121761,0.4161849710982659
116666788,1570467483,0.3930635838150289
116666788,1304957200,0.4277456647398844
116666788,1900073867,0.41040462427745666
116666788,62901551,0.4161849710982659
116666788,2020860954,0.42196531791907516
116666788,1965590930,0.43352601156069365
116666788,2166937976,0.42196531791907516
116666788,585159800,0.41040462427745666
116666788,1820924914,0.41040462427745666
116666788,2223376880,0.4046242774566474
116666788,254753,0.4127906976744186
116666788,122435,0.4069767441860465
116666788,2181326916,0.4046242774566474
116666788,122438,0.4069767441860465
116666788,2721831674,0.42196531791907516
116666788,1876191732,0.4624277456647399
116666788,110831902,0.4682080924855491
116666788,198385320,0.4682080924855491
116666788,2526590216,0.8791946308724832
116666788,742081986,0.47398843930635837
116666788,2878487968,0.8883720930232558
116666788,253714,0.4797687861271676
116666788,2411742238,0.4682080924855491
116666788,528765669,0.591743119266055
116666788,198385324,0.4624277456647399
116666788,2813700222,0.4682080924855491
116666788,2090184923,0.4682080924855491
116666788,1876191736,0.4682080924855491
116666788,2625260778,0.4682080924855491
116666788,1876191734,0.45664739884393063
116666788,1246207407,0.49710982658959535
116666788,224466210,0.5086705202312138
116666788,2806554252,0.8791946308724832
116666788,2625717462,0.8866666666666667
116666788,2597701741,0.8726114649681529
116666788,2528715546,0.4508670520231214
116666788,2566684570,0.5144508670520231
116666788,2589475259,0.5028901734104047
116666788,122413,0.46511627906976744
116666788,602682858,0.5028901734104047
116666788,2589191878,0.5086705202312138
116666788,1430744588,0.49710982658959535
116666788,2492285051,0.8816568047337278
116666788,2746031310,0.9047619047619048
116666788,1378885077,0.5028901734104047
116666788,110831911,0.44508670520231214
116666788,1927320890,0.4393063583815029
116666788,62901566,0.4476744186046512
116666788,122391,0.45930232558139533
116666788,1374962190,0.47398843930635837
116666788,2472484191,0.44508670520231214
116666788,1121793499,0.4682080924855491
116666788,122437,0.47093023255813954
116666788,246008,0.4476744186046512
116666788,122426,0.436046511627907
116666788,1016699547,0.47398843930635837
116666788,1910897689,0.4508670520231214
116666788,554551827,0.44508670520231214
116666788,378548355,0.43023255813953487
116666788,530230119,0.45664739884393063
116666788,2591575512,0.4624277456647399
116666788,2076549982,0.4508670520231214
116666788,358002578,0.4393063583815029
116666788,115502088,0.43352601156069365
116666788,2555152565,0.4393063583815029
116666788,2731402,0.4624277456647399
116666788,122479,0.436046511627907
116666788,122494,0.4476744186046512
116666788,2957699805,0.4508670520231214
116666788,2318338603,0.4682080924855491
116666788,1226042084,0.4682080924855491
116666788,414524181,0.44508670520231214
116666788,2800093296,0.4682080924855491
116666788,1842147303,0.8874172185430463
116666788,1949673465,0.4624277456647399
116666788,3057982058,0.9044585987261147
116666788,1139432807,0.4797687861271676
116666788,1226042096,0.5028901734104047
116666788,918609388,0.5549132947976878
116666788,2528560910,0.8714285714285714
116666788,115502091,0.48554913294797686
116666788,1868360200,0.4913294797687861
116666788,122388,0.4476744186046512
116666788,1226042072,0.4393063583815029
116666788,2859757273,0.44508670520231214
116666788,2442239965,0.4508670520231214
116666788,731208367,0.44508670520231214
116666788,1621901632,0.4682080924855491
116666788,513025151,0.5895953757225434
116666788,537392958,0.4624277456647399
116666788,507536267,0.47398843930635837
116666788,1562450271,0.9044585987261147
116666788,1768047980,0.4941860465116279
116666788,1211458136,0.8675496688741722
116666788,2025749696,0.4508670520231214
116666788,3037414136,0.864516129032258
116666788,145301549,0.45664739884393063
116666788,658157874,0.47398843930635837
116666788,674082701,0.4508670520231214
116666788,507631735,0.4624277456647399
116666788,122450,0.45348837209302323
116666788,1908095908,0.4624277456647399
116666788,378548360,0.46511627906976744
116666788,2240595723,0.4624277456647399
116666788,762061013,0.4393063583815029
116666788,2318691740,0.8636363636363636
116666788,1226042090,0.45664739884393063
116666788,2496815897,0.8562091503267973
116666788,60678292,0.48554913294797686
116666788,2219437535,0.9072847682119205
116666788,2795349420,0.48554913294797686
116666788,1226042078,0.4624277456647399
116666788,122484,0.4476744186046512
116666788,537392960,0.4682080924855491
116666788,378548361,0.47093023255813954
116666788,1226042086,0.47398843930635837
116666788,1474821786,0.4508670520231214
116666788,2687706319,0.8680555555555556
116666788,762060993,0.47398843930635837
116666788,1498472065,0.45664739884393063
116666788,817309587,0.8717948717948718
116666788,110831918,0.4508670520231214
116666788,1864417489,0.8846153846153846
116666788,1934031293,0.45664739884393063
116666788,122495,0.45348837209302323
116666788,122377,0.47093023255813954
116666788,1498472069,0.45664739884393063
116666788,635031995,0.8853503184713376
116666788,795297664,0.4508670520231214
116666788,2843003169,0.4393063583815029
116666788,1498472061,0.45664739884393063
116666788,2837958551,0.8666666666666667
116666788,2694958461,0.8789808917197452
116666788,47115689,0.4476744186046512
116666788,4929996,0.5875706214689266
116666788,2552957787,0.8662420382165605
116666788,2168868935,0.4277456647398844
116666788,122481,0.45348837209302323
116666788,1498472055,0.47398843930635837
116666788,122422,0.436046511627907
116666788,355756398,0.45664739884393063
116666788,122434,0.47093023255813954
116666788,122366,0.4418604651162791
116666788,1149808806,0.4797687861271676
116666788,1498472067,0.45664739884393063
116666788,1498472063,0.45664739884393063
116666788,1743175490,0.44508670520231214
116666788,2441695316,0.9337748344370861
116666788,176990,0.45664739884393063
116666788,2490739653,0.8789808917197452
116666788,52000980,0.47398843930635837
116666788,115502090,0.4508670520231214
116666788,2752813076,0.8853503184713376
116666788,342829,0.4508670520231214
116666788,826336946,0.4682080924855491
116666788,724914786,0.4508670520231214
116666788,47115544,0.45348837209302323
116666788,2676527375,0.4797687861271676
116666788,2646899794,0.8807947019867549
116666788,527461777,0.4393063583815029
116666788,218157240,0.4797687861271676
116666788,365177636,0.4624277456647399
116666788,530539693,0.4624277456647399
116666788,530539659,0.44508670520231214
116666788,396951394,0.4624277456647399
116666788,2442239961,0.44508670520231214
116666788,562865672,0.47398843930635837
15825904,122386,0.4418604651162791
15825904,1244121761,0.4161849710982659
15825904,1570467483,0.3930635838150289
15825904,1304957200,0.4277456647398844
15825904,1900073867,0.41040462427745666
15825904,62901551,0.4161849710982659
15825904,2020860954,0.42196531791907516
15825904,1965590930,0.43352601156069365
15825904,2166937976,0.42196531791907516
15825904,585159800,0.41040462427745666
15825904,1820924914,0.41040462427745666
15825904,2223376880,0.4046242774566474
15825904,254753,0.4127906976744186
15825904,122435,0.4069767441860465
15825904,2181326916,0.4046242774566474
15825904,122438,0.4069767441860465
15825904,2721831674,0.42196531791907516
15825904,1876191732,0.4624277456647399
15825904,110831902,0.4682080924855491
15825904,198385320,0.4682080924855491
15825904,2526590216,0.8791946308724832
15825904,742081986,0.47398843930635837
15825904,2878487968,0.8883720930232558
15825904,253714,0.4797687861271676
15825904,2411742238,0.4682080924855491
15825904,528765669,0.591743119266055
15825904,198385324,0.4624277456647399
15825904,2813700222,0.4682080924855491
15825904,2090184923,0.4682080924855491
15825904,1876191736,0.4682080924855491
15825904,2625260778,0.4682080924855491
15825904,1876191734,0.45664739884393063
15825904,1246207407,0.49710982658959535
15825904,224466210,0.5086705202312138
15825904,2806554252,0.8791946308724832
15825904,2625717462,0.8866666666666667
15825904,2597701741,0.8726114649681529
15825904,2528715546,0.4508670520231214
15825904,2566684570,0.5144508670520231
15825904,2589475259,0.5028901734104047
15825904,122413,0.46511627906976744
15825904,602682858,0.5028901734104047
15825904,2589191878,0.5086705202312138
15825904,1430744588,0.49710982658959535
15825904,2492285051,0.8816568047337278
15825904,2746031310,0.9047619047619048
15825904,1378885077,0.5028901734104047
15825904,110831911,0.44508670520231214
15825904,1927320890,0.4393063583815029
15825904,62901566,0.4476744186046512
15825904,122391,0.45930232558139533
15825904,1374962190,0.47398843930635837
15825904,2472484191,0.44508670520231214
15825904,1121793499,0.4682080924855491
15825904,122437,0.47093023255813954
15825904,246008,0.4476744186046512
15825904,122426,0.436046511627907
15825904,1016699547,0.47398843930635837
15825904,1910897689,0.4508670520231214
15825904,554551827,0.44508670520231214
15825904,378548355,0.43023255813953487
15825904,530230119,0.45664739884393063
15825904,2591575512,0.4624277456647399
15825904,2076549982,0.4508670520231214
15825904,358002578,0.4393063583815029
15825904,115502088,0.43352601156069365
15825904,2555152565,0.4393063583815029
15825904,2731402,0.4624277456647399
15825904,122479,0.436046511627907
15825904,122494,0.4476744186046512
15825904,2957699805,0.4508670520231214
15825904,2318338603,0.4682080924855491
15825904,1226042084,0.4682080924855491
15825904,414524181,0.44508670520231214
15825904,2800093296,0.4682080924855491
15825904,1842147303,0.8874172185430463
15825904,1949673465,0.4624277456647399
15825904,3057982058,0.9044585987261147
15825904,1139432807,0.4797687861271676
15825904,1226042096,0.5028901734104047
15825904,918609388,0.5549132947976878
15825904,2528560910,0.8714285714285714
15825904,115502091,0.48554913294797686
15825904,1868360200,0.4913294797687861
15825904,122388,0.4476744186046512
15825904,1226042072,0.4393063583815029
15825904,2859757273,0.44508670520231214
15825904,2442239965,0.4508670520231214
15825904,731208367,0.44508670520231214
15825904,1621901632,0.4682080924855491
15825904,513025151,0.5895953757225434
15825904,537392958,0.4624277456647399
15825904,507536267,0.47398843930635837
15825904,1562450271,0.9044585987261147
15825904,1768047980,0.4941860465116279
15825904,1211458136,0.8675496688741722
15825904,2025749696,0.4508670520231214
15825904,3037414136,0.864516129032258
15825904,145301549,0.45664739884393063
15825904,658157874,0.47398843930635837
15825904,674082701,0.4508670520231214
15825904,507631735,0.4624277456647399
15825904,122450,0.45348837209302323
15825904,1908095908,0.4624277456647399
15825904,378548360,0.46511627906976744
15825904,2240595723,0.4624277456647399
15825904,762061013,0.4393063583815029
15825904,2318691740,0.8636363636363636
15825904,1226042090,0.45664739884393063
15825904,2496815897,0.8562091503267973
15825904,60678292,0.48554913294797686
15825904,2219437535,0.9072847682119205
15825904,2795349420,0.48554913294797686
15825904,1226042078,0.4624277456647399
15825904,122484,0.4476744186046512
15825904,537392960,0.4682080924855491
15825904,378548361,0.47093023255813954
15825904,1226042086,0.47398843930635837
15825904,1474821786,0.4508670520231214
15825904,2687706319,0.8680555555555556
15825904,762060993,0.47398843930635837
15825904,1498472065,0.45664739884393063
15825904,817309587,0.8717948717948718
15825904,110831918,0.4508670520231214
15825904,1864417489,0.8846153846153846
15825904,1934031293,0.45664739884393063
15825904,122495,0.45348837209302323
15825904,122377,0.47093023255813954
15825904,1498472069,0.45664739884393063
15825904,635031995,0.8853503184713376
15825904,795297664,0.4508670520231214
15825904,2843003169,0.4393063583815029
15825904,1498472061,0.45664739884393063
15825904,2837958551,0.8666666666666667
15825904,2694958461,0.8789808917197452
15825904,47115689,0.4476744186046512
15825904,4929996,0.5875706214689266
15825904,2552957787,0.8662420382165605
15825904,2168868935,0.4277456647398844
15825904,122481,0.45348837209302323
15825904,1498472055,0.47398843930635837
15825904,122422,0.436046511627907
15825904,355756398,0.45664739884393063
15825904,122434,0.47093023255813954
15825904,122366,0.4418604651162791
15825904,1149808806,0.4797687861271676
15825904,1498472067,0.45664739884393063
15825904,1498472063,0.45664739884393063
15825904,1743175490,0.44508670520231214
15825904,2441695316,0.9337748344370861
15825904,176990,0.45664739884393063
15825904,2490739653,0.8789808917197452
15825904,52000980,0.47398843930635837
15825904,115502090,0.4508670520231214
15825904,2752813076,0.8853503184713376
15825904,342829,0.4508670520231214
15825904,826336946,0.4682080924855491
15825904,724914786,0.4508670520231214
15825904,47115544,0.45348837209302323
15825904,2676527375,0.4797687861271676
15825904,2646899794,0.8807947019867549
15825904,527461777,0.4393063583815029
15825904,218157240,0.4797687861271676
15825904,365177636,0.4624277456647399
15825904,530539693,0.4624277456647399
15825904,530539659,0.44508670520231214
15825904,396951394,0.4624277456647399
15825904,2442239961,0.44508670520231214
15825904,562865672,0.47398843930635837
122386,1244121761,0.4508670520231214
122386,1570467483,0.44508670520231214
122386,1304957200,0.45664739884393063
122386,1900073867,0.44508670520231214
122386,62901551,0.4508670520231214
122386,2020860954,0.4508670520231214
122386,1965590930,0.3930635838150289
122386,2166937976,0.4508670520231214
122386,585159800,0.45664739884393063
122386,1820924914,0.44508670520231214
122386,2223376880,0.4393063583815029
122386,254753,0.4418604651162791
122386,122435,0.4418604651162791
122386,2181326916,0.4277456647398844
122386,122438,0.4418604651162791
122386,2721831674,0.45664739884393063
122386,1876191732,0.4797687861271676
122386,110831902,0.4797687861271676
122386,198385320,0.4913294797687861
122386,2526590216,0.8791946308724832
122386,742081986,0.4797687861271676
122386,2878487968,0.8790697674418605
122386,253714,0.5086705202312138
122386,2411742238,0.48554913294797686
122386,528765669,0.5779816513761468
122386,198385324,0.48554913294797686
122386,2813700222,0.4913294797687861
122386,2090184923,0.48554913294797686
122386,1876191736,0.4797687861271676
122386,2625260778,0.4797687861271676
122386,1876191734,0.4682080924855491
122386,1246207407,0.5028901734104047
122386,224466210,0.5086705202312138
122386,2806554252,0.8791946308724832
122386,2625717462,0.8933333333333333
122386,2597701741,0.8662420382165605
122386,2528715546,0.4624277456647399
122386,2566684570,0.5202312138728323
122386,2589475259,0.5028901734104047
122386,122413,0.4476744186046512
122386,602682858,0.5086705202312138
122386,2589191878,0.5144508670520231
122386,1430744588,0.5028901734104047
122386,2492285051,0.8816568047337278
122386,2746031310,0.8928571428571429
122386,1378885077,0.5028901734104047
122386,110831911,0.45664739884393063
122386,1927320890,0.45664739884393063
122386,62901566,0.46511627906976744
122386,122391,0.47093023255813954
122386,1374962190,0.47398843930635837
122386,2472484191,0.4508670520231214
122386,1121793499,0.4797687861271676
122386,122437,0.47093023255813954
122386,246008,0.436046511627907
122386,122426,0.45348837209302323
122386,1016699547,0.4797687861271676
122386,1910897689,0.47398843930635837
122386,554551827,0.4624277456647399
122386,378548355,0.45930232558139533
122386,530230119,0.4797687861271676
122386,2591575512,0.4913294797687861
122386,2076549982,0.47398843930635837
122386,358002578,0.47398843930635837
122386,115502088,0.44508670520231214
122386,2555152565,0.4508670520231214
122386,2731402,0.4624277456647399
122386,122479,0.4476744186046512
122386,122494,0.45348837209302323
122386,2957699805,0.45664739884393063
122386,2318338603,0.4508670520231214
122386,1226042084,0.4797687861271676
122386,414524181,0.4624277456647399
122386,2800093296,0.45664739884393063
122386,1842147303,0.8807947019867549
122386,1949673465,0.4682080924855491
122386,3057982058,0.9044585987261147
122386,1139432807,0.5028901734104047
122386,1226042096,0.5317919075144508
122386,918609388,0.5780346820809249
122386,2528560910,0.8666666666666667
122386,115502091,0.47398843930635837
122386,1868360200,0.47398843930635837
